source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
SAARC Disaster Management Centre,http://saarc-sdmc.nic.in/latest192.asp,1048,07/02/2009 03:00:00 AM,,"Deurali VDC-8 in Kaski district, ","At least six people have died and two more have gone missing in separate land-slide related incidents in various parts of the country caused by incessant rainfall from the past few days.  Three members of a family died when a house was swept away by a mud-slide at Deurali VDC-8, Kaski district. There was a heavy rainfall all day Wednesday in the area, which probably caused the mudslides at 3 am Thursday morning. A huge log had also tumbled along the mudslide, destroying the Gurung family's house on the way. ","Deurali VDC-8 in Kaski district, ",50km,landslide,monsoon,medium,unknown,3,,,,,glc,1048,Nepal,NP,Western Region,200000,Pokhara,7.08117,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,83.9806,28.2039
SAARC Disaster Management Centre,http://saarc-sdmc.nic.in/latest192.asp,1049,07/02/2009 12:00:00 AM,,"Dhapade VDC-5, Tanahun district","At least six people have died and two more have gone missing in separate land-slide related incidents in various parts of the country caused by incessant rainfall from the past few days.  Similarly, two people have gone missing after a landslide swept away a house belonging to one Krishna Bahadur Bhujel of Dhapade VDC-5, Tanahun district.  Police said the missing are Bhujel's wife and daughter. Both are feared dead  ","Dhapade VDC-5, Tanahun district",25km,landslide,monsoon,medium,unknown,2,,,,,glc,1049,Nepal,NP,Western Region,0,Lamjung,32.28507,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.2279,27.9447
Hindustan Times,http://www.hindustantimes.com/world/death-toll-rises-to-15-in-japan-landslides-floods/story-k7EJFinIiCqfzUATg5vqML.html,1053,07/21/2009 12:00:00 AM,,Hofu city in Yamaguchi prefecture,"Two female bodies were found in hard-hit Hofu city in Yamaguchi prefecture, 750 kilometres (470 miles) west of Tokyo, and the remains of another female were found on a river bank in nearby Mine city, police said.  The disaster sparked by torrential rains killed 14 people in Yamaguchi -- including six who died when a large mudslide hit a Hofu nursing home on Tuesday -- while one man drowned in a flooded river in Tottori prefecture. Three people still remained missing in Yamaguchi Friday, police said. In Hofu city on Friday, a total of 635 search-and-rescue personnel and volunteers kept searching for the missing. The Hofu city office said there were 29 landslides and that rivers and canals flooded in 46 places. At least three cars were buried in mud and rocks.",Hofu city in Yamaguchi prefecture,5km,landslide,downpour,medium,unknown,6,,,,,glc,1053,Japan,JP,Yamaguchi,116925,Hōfu,0.57723,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,131.5729,34.0496
WYMT,http://www.wymt.com/content/news/Community-pulls-together-following-flooding-cleanup-423710754.html,9810,05/19/2017 08:14:00 PM,,"Mudslide in Pikeville, KY",Mudslide floods first level of house,"Kentucky Ave, Pikeville, KY",1km,mudslide,rain,small,urban,0,0,,,,,,,,,,,,06/20/2017 08:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-83.712126,36.770029
PhilStar Global,http://beta.philstar.com/breaking-news/489714/heavy-rains-kill-5-landslides-floods-japan,1058,07/24/2009 12:00:00 AM,,Hiroshima Prefecture (find more information),"Separately, two people were missing after a landslide flattened a home in Hiroshima, a local official said. Recent downpours have wreaked havoc in the region. ",Hiroshima Prefecture (find more information),10km,landslide,downpour,medium,unknown,2,,,,,glc,1058,Japan,JP,Hiroshima,1143841,Hiroshima-shi,1.2282,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,132.4592,34.3852
ChinaDaily,http://www.chinadaily.com.cn/china/2009-07/25/content_8473398.htm,1060,07/25/2009 12:00:00 AM,,"Wenchuan County, Sichuan","Torrential rains in Wenchuan County caused a landslide on July 25, killing six people and destroyed a bridge that is a key link for reconstruction of the county.","Wenchuan County, Sichuan",5km,landslide,downpour,medium,unknown,6,,,,,glc,1060,China,CN,Sichuan,0,Weizhou,1.08737,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,103.5868,31.483
Telegraph India,https://www.telegraphindia.com/1090707/jsp/siliguri/story_11202557.jsp,1061,07/01/2009 05:40:00 AM,,Bridge destroyed at 4th Mile,Landslides triggered by heavy rains hit an iron bridge on the North Sikkim Highway over Bar Khola at 4th Mile at around 5:40 am.,"4th Mile, Lower Mangshila in North Sikkim",1km,landslide,downpour,medium,unknown,0,,,,"Original source is unknown, but it appears to have given the time.",glc,1061,India,IN,,1464,Mangan,3.541,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.527,27.478
NBC News,http://www.nbcnews.com/id/32186051/ns/us_news-msnbc_wire_services/t/die-nepal-floods-landslides/#.WjqIuVWnEbM,1062,07/27/2009 12:00:00 AM,,Takdoo village (250 km North east of Kathmandu) ,"In the worst incident, at least 13 people were killed in a landslide in Takdoo village early Monday, chief government administrator Talasi Gautam said. He said rescuers were still digging through mud and debris searching for victims. The village, about 125 miles (200 kilometers) northeast of Katmandu, is at least two days’ trek from the district capital, and the continuing rain was making rescue efforts difficult.",Takdoo village (250 km North east of Kathmandu) ,25km,landslide,monsoon,large,unknown,13,,,,,glc,1062,Nepal,NP,,1600,Kodāri,24.0447,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,85.71,28
Reuters,https://in.reuters.com/article/idINIndia-41450420090731,1065,07/31/2009 12:00:00 AM,,(Chitrebhanjyang) Syangja districts,"The landslides followed heavy monsoonal rains since Thursday night. The largest death toll was seen in Syangja district, about 200 km west of Kathmandu, where five people died when their homes were smashed by falling mud and rocks, police said. The victims, who included people in their 70s and a five-year-old, were trapped in their homes Friday by debris when the side of a hill collapsed at Chitrebhanjyang, the police said. ",(Chitrebhanjyang) Syangja districts,50km,landslide,monsoon,medium,unknown,5,,,,,glc,1065,Nepal,NP,Western Region,21867,Wāling,17.40134,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,83.8791,28.1046
Alaska Business,http://www.akbizmag.com/Alaska-Business-Monthly/September-2009/Southeast-Region-Crews-Continue-Battling-Mudslides/,1181,09/20/2009 06:30:00 PM,,"Mile point 5.4 on Mitkof Highway, Petersburg, Alaska","On Sunday, a mudslide came down at mile point 5.4 of the Mitkof Highway. That mudslide littered the highway with trees and other debris. Crews cleared the road after only a few hours. Other report: Police received a call around 6:30pm on Sunday evening concerning a mudslide across an area around the 6.2-mile point of Mitkof Highway. Sokol described the mudslide itself as being approximately seven feet tall and 125 feet wide and suggested it began about 1,000 feet up the hillside. “It went clear across Mitkof Highway to the pullout on the opposite side of the road,” he said. He estimated about a dozen or so trees were taken down in the slide, some of which measured as large as 30 feet in length and four feet in diameter.","Mile point 5.4 on Mitkof Highway, Petersburg, Alaska",10km,mudslide,downpour,medium,unknown,,,,,,glc,1181,United States,US,Alaska,2369,Wrangell,23.55928,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-132.7269,56.5561
Alaska Business,http://www.akbizmag.com/Alaska-Business-Monthly/September-2009/Southeast-Region-Crews-Continue-Battling-Mudslides/,1187,09/22/2009 02:00:00 AM,,"Mile 4.5, Mitkof Highway, Alaska","An additional slide covered part of the Mitkof Highway after midnight Tuesday at mile point 4.5. Responding crews found a 36 inch cross culvert buried under about three feet of rock and trees, along with almost six inches of water washing over the road.","Mile 4.5, Mitkof Highway, Alaska",5km,mudslide,downpour,medium,unknown,,,,,,glc,1187,United States,US,Alaska,2369,Wrangell,24.6152,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-132.7348,56.5692
Alaska Business,http://www.akbizmag.com/Alaska-Business-Monthly/September-2009/Southeast-Region-Crews-Continue-Battling-Mudslides/,1188,09/22/2009 05:00:00 AM,,"Mile point 17.5, Mitkof Highway, Alaska","A second slide struck Mitkof Highway at about 5 a.m. Tuesday at mile point 17.5. There, crews came upon a slide covering about a 50-foot section of highway that was three feet deep. The crews cleared the road and reopened one lane to traffic within two hours and both lanes by 9 a.m.","Mile point 17.5, Mitkof Highway, Alaska",5km,mudslide,downpour,medium,unknown,,,,,,glc,1188,United States,US,Alaska,2369,Wrangell,16.55139,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-132.5617,56.5787
KitsapSun,http://www.kitsapsun.com/news/2009/nov/18/mudslide-destroys-gig-harbor-area-garage/#ixzz0XKFjIQI7,1312,11/18/2009 12:00:00 AM,,"8500 block of 29th Street NW, Gig Harbor, Washington","A detached garage of a home in the 8500 block of 29th Street NW, along with two vehicles, was destroyed in the early morning hours of Monday, Nov. 16.  Fire crews suspect that heavy rains loosened a section of hillside above the home, creating a slide approximately 50 feet by 200 feet in size that lifted a pickup truck onto the roof of the garage. The weight of the truck and mud caused the garage roof to collapse.","8500 block of 29th Street NW, Gig Harbor, Washington",1km,mudslide,downpour,small,unknown,0,,,,,glc,1312,United States,US,Washington,6651,Wollochet,2.74791,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.5562,47.2846
The Jakarta Post,https://www.pressreader.com/indonesia/the-jakarta-post/20091123/282441345177838,1319,11/21/2009 12:00:00 AM,,"49 points along the villages' road, Bruno district, Purworejo regency ","Meanwhile, nine houses were badly damaged and 37 others were slightly damaged by the landslide that occured on Saturday evening in two villages, in Bruno district, Purworejo regency. No fatalities were reported. The landslides happened at 49 points along the villages' road, spanning 10 kilometers and isolating the villages. ","49 points along the villages' road, Bruno district, Purworejo regency ",25km,landslide,downpour,medium,unknown,0,,,,,glc,1319,Indonesia,ID,Central Java,31352,Kutoarjo,16.15374,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,109.9187,-7.571
Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html,9962,07/03/2017 02:33:00 PM,,Landslide on road,Landslide (following heavy storms) linking Coc Pai town and Na Tri commune (??) blocks road,"Huyện Xín Mần, Hà Giang",25km,landslide,downpour,small,above_road,0,0,,,"Date approximate (article states """"Since June 19"""")",,,,,,,,,07/05/2017 02:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,104.4530851,22.69040325
WRCBtv.com,http://www.wrcbtv.com/story/11646330/wednesday-afternoon-update-road-closing-list,1353,12/09/2009 12:00:00 AM,,Creek Road is closed at Signal Mountain Road,"Heavy Rain, Mud Slides, Downed Trees Close Many Schools. Heavy rains and strong winds overnight closed many area schools and roads. The Hamilton County Sheriff's Office was reporting the following road hazards and closures at 5 a.m. W Road is partially closed due to mud slides.  Signal Mountain Road is closed to traffic traveling up or down the mountain due to trees down and mud slides. Roberts Mill Road is closed at Levi due to water on the road. Suck Creek Road is closed at Signal Mountain Road due to water over the road and mud slides on the Marion County side.",Creek Road is closed at Signal Mountain Road,5km,mudslide,downpour,small,unknown,0,,,,,glc,1353,United States,US,Tennessee,167674,Chattanooga,5.97545,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-85.3697,35.0672
WRCBtv.com,http://www.wrcbtv.com/story/11646330/wednesday-afternoon-update-road-closing-list,1354,12/09/2009 12:00:00 AM,,Signal Mountain Road,"Heavy Rain, Mud Slides, Downed Trees Close Many Schools. Heavy rains and strong winds overnight closed many area schools and roads. The Hamilton County Sheriff's Office was reporting the following road hazards and closures at 5 a.m. W Road is partially closed due to mud slides.  Signal Mountain Road is closed to traffic traveling up or down the mountain due to trees down and mud slides. Roberts Mill Road is closed at Levi due to water on the road. Suck Creek Road is closed at Signal Mountain Road due to water over the road and mud slides on the Marion County side.",Signal Mountain Road,5km,mudslide,downpour,small,unknown,0,,,,,glc,1354,United States,US,Tennessee,7554,Signal Mountain,2.05274,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-85.3361,35.1052
CNN,http://www.cnn.com/2010/WORLD/americas/01/01/brazil.floods/index.html,1382,01/01/2010 12:00:00 AM,,Mudslide crushed the Sankay Inn,Lodge and nearby houses were hit by a 300 m wide landslide and went into the sea at 4:30 am,Rio de Janeiro state,25km,mudslide,downpour,large,unknown,22,28,,,Death toll is likely higher,glc,1382,Brazil,BR,Rio de Janeiro,153635,Angra dos Reis,2.5888,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-44.32249842,-23.01374445
Oregon DOT,,8208,02/06/2015 01:18:00 PM,,"OR 42, milepost 42.2",,"OR 42, milepost 42.2",exact,landslide,unknown,unknown,above_road,0,0,,,,glc,8208,United States,US,Oregon,3742,Lafayette,3.64565,07/01/2016 06:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.1587,45.2335
globo,"http://g1.globo.com/Noticias/Rio/0,,MUL1560027-5606,00-MORADORES+DE+NITEROI+REVIRAM+ESCOMBROS+ATRAS+DE+VIZINHOS+DESAPARECIDOS.html",1617,04/05/2010 12:00:00 AM,,landslide hit 10 homes,"Landslide began on Monday at eleven o'clock, and without help from firefighters, people are sheltering in buildings near the community. Residents have donated clothes, food and mattresses, but still need more help. Homeless people are at the College William Briggs","Travessa Doutor Beltrão, Santa Rosa",1km,landslide,downpour,medium,unknown,0,,,"http://g1.globo.com/Noticias/Rio/foto/0,,39212774-EX,00.jpg","Original source unknown, but it said that the landslide occurred at 11 am",glc,1617,Brazil,BR,Rio de Janeiro,456456,Niterói,2.64466,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-43.07409842,-22.89234445
E-Pao,http://www.e-pao.net/GP.asp?src=28..210810.aug10,2164,07/29/2010 11:00:00 PM,,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Since the Chingai-Quingai road has been sunk due to landslides at various points following heavy rainfall that occured twice during the past 20 days, nearly 5,000 villagers of five villages in the sub-division are facing the alarming possibility of starvation.  The road from Chingai to Quingai in Chingai sub-division of Ukhrul district connects Quingai, Chalou, New Tasom, Tasom CV and Tasom Khullen villages.  However, the road has been disconnected in various places due to heavy rainfall that occurred on the night between July 29 and 30 and again on the night of August 15 .  According to Secretary, Information and Publicity, Northern Raphei Students' Union (NRSU), HAS Thuingaleng, nearly 5,000 villagers of the said villages have been facing extreme hardship.  The wooden bridge over Rondei river had been washed away by the powerful current of the river disconnecting the road.  Moreover, landslides have occurred completely blocking the road at different places.  However, due to the heavy","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25km,landslide,downpour,medium,unknown,0,,,,,glc,2164,India,IN,Manipur,15118,Phek,39.51186,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.48214677,25.3098633
